modification,reaction_id,reaction_name,old_reaction_equation,new_reaction_equation,mass_and_charge_balance_new,GPR,old_gpr,subsystem,confidence_level,TIC_association,is_blocked,isomer_group,iAT601_RAT_note,reaction_update_notes,metabolite_update_notes,lower_bound,upper_bound,literature_references,curation_notes,DB_links
,ALATRS,Alanyl-tRNA synthetase,ala__L_c + atp_c + h_c + trnaala_c --> alatrna_c + amp_c + ppi_c,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + h_c + ppi_c,{},CLO1313_RS03875,Clo1313_0749,Aminoacyl-tRNA biosynthesis,0,,TRUE,"['atp_c', 'dgtp_c']",,,"['MET_ID:alatrna_c, NOTE: generic:trna', 'MET_ID:trnaala_c, NOTE: generic:trna']",0,1000,,This reaction is likely beyond the scope of metabolic models,"{'BIGG': ['ALATRS'], 'EC NUMBER': ['6.1.1.7'], 'KEGG': ['R03038'], 'METACYC': ['ALANINE--TRNA-LIGASE-RXN'], 'MXNREF': ['MNXR39686'], 'RHEA': ['12540, 12541, 12542, 12543'], 'SEED': ['rxn06300']}"
,APL,2-Acetolactate pyruvate-lyase (carboxylating),2ahethmpp_c + pyr_c --> alac_c + thmpp_c,2ahethmpp_c + pyr_c <=> alac_c + thmpp_c,{},CLO1313_RS00530 or CLO1313_RS00535 or CLO1313_RS01575,Clo1313_0099 or Clo1313_0100 or Clo1313_0305,Butanoate metabolism,2,,,"['alac_c', '3hmoa_c', 'alac__S_c']",,review,"['MET_ID:alac_c, NOTE: delete isomer and keep alac__S']",0,1000,,Currently made reversible due to deletion of APLh,"{'BIOPATH': ['RXN01358'], 'EC NUMBER': ['2.2.1.6'], 'KEGG': ['R03050, R04672'], 'MXNREF': ['MNXR56370'], 'RHEA': ['24805, 24806, 24807, 24808'], 'SEED': ['rxn02185'], 'UPA': ['UCR04672']}"
,KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",alac_c + h_c + nadph_c --> 23dhmb2_c + nadp_c,alac_c + h_c + nadph_c --> 23dhmb_c + nadp_c,{},CLO1313_RS00540,Clo1313_0101,Pantothenate and CoA biosynthesis,4,,,"['alac_c', '3hmoa_c', 'alac__S_c']",,,"['MET_ID:alac_c, NOTE: delete isomer and keep alac__S', 'MET_ID:23dhmb2_c, NOTE: isomer (not in bigg)']",0,1000,,,"{'BIGG': ['KARA1, KARA1i, KARA1im'], 'BIOCYC': ['ACETOLACTREDUCTOISOM-RXN'], 'BIOPATH': ['RXN01210'], 'BRENDA': ['BR47598, BS370490, BS370774'], 'EC NUMBER': ['1.1.1.86'], 'IAT CORE': ['VAL2r'], 'KEGG': ['R03051, R04439'], 'METACYC': ['ACETOLACTREDUCTOISOM-RXN'], 'MXNREF': ['MNXR3145'], 'RHEA': ['22068, 22069, 22070, 22071'], 'SEED': ['rxn02186'], 'UPA': ['UER00060']}"
,CPHL,Cephalosporin-C acetylhdrolase,cephc_c + h2o_c --> ac_c + dacephc_c,cephc_c + h2o_c --> ac_c + dacephc_c + h_c,{},CLO1313_RS03130,Clo1313_0613,Penicillin and cephalosporin biosynthesis,1,,TRUE,,,,,0,1000,,,"{'BIOCYC': ['CEPHALOSPORIN-C-DEACETYLASE-RXN'], 'EC NUMBER': ['3.1.1.41'], 'KEGG': ['R03062']}"
,DHPS,Dihydropteroate synthase,4abz_c + 6hmhpt_c --> dhpt_c + h2o_c,4abz_c + 6hmhpt_c --> dhpt_c + h2o_c,{},CLO1313_RS00870,Clo1313_0168,Folate biosynthesis,2,,TRUE,"['anth_c', '4abz_c']",,,,0,1000,,,"{'BIGG': ['DHPS, DHPSm'], 'EC NUMBER': ['2.5.1.15'], 'KEGG': ['R03066'], 'MXNREF': ['MNXR1587'], 'RHEA': ['30887, 30888, 30889, 30890'], 'SEED': ['rxn02200']}"
,DHPS2_1,Dihydropteroate synthase,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,{},CLO1313_RS00870,Clo1313_0168,Folate biosynthesis,2,,TRUE,"['anth_c', '4abz_c']",,,,0,1000,,,"{'BIGG': ['DHPS2, FOLD3, FOLD3m'], 'BIOCYC': ['H2PTEROATESYNTH-RXN'], 'BIOPATH': ['RXN00097'], 'BRENDA': ['BR47663'], 'EC NUMBER': ['2.5.1.15'], 'KEGG': ['R03067'], 'METACYC': ['H2PTEROATESYNTH-RXN'], 'MXNREF': ['MNXR55231'], 'RHEA': ['19949, 19950, 19951, 19952'], 'SEED': ['rxn02201'], 'UPA': ['UCR03067, UER00156']}"
,DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,2dda7p_c --> 3dhq_c + pi_c,{},CLO1313_RS07260,Clo1313_1435,"Phenylalanine, tyrosine and tryptophan biosynthesis",2,,,,,,,0,1000,,,"{'BIGG': ['DHQS'], 'BIOCYC': ['3-DEHYDROQUINATE-SYNTHASE-RXN'], 'BIOPATH': ['RXN01223'], 'BRENDA': ['BR16093, BS398657'], 'EC NUMBER': ['4.2.3.4'], 'KEGG': ['R03083'], 'METACYC': ['3-DEHYDROQUINATE-SYNTHASE-RXN'], 'MXNREF': ['MNXR1594'], 'RHEA': ['21968, 21969, 21970, 21971'], 'SEED': ['rxn02212'], 'UPA': ['UCR03083, UER00085']}"
,DQDH,3-deydroquinate dehydratase,3dhq_c <=> 3dhsk_c + h2o_c,3dhq_c <=> 3dhsk_c + h2o_c,{},CLO1313_RS06945,Clo1313_1371,"Phenylalanine, tyrosine and tryptophan biosynthesis",2,,,,,,,-1000,1000,,,"{'BIGG': ['DHQD, DHQTi'], 'BIOCYC': ['3-DEHYDROQUINATE-DEHYDRATASE-RXN'], 'BIOPATH': ['RXN00107'], 'BRENDA': ['BR401'], 'EC NUMBER': ['4.2.1.10'], 'KEGG': ['R03084'], 'METACYC': ['3-DEHYDROQUINATE-DEHYDRATASE-RXN'], 'MXNREF': ['MNXR55233'], 'REACTOME': ['REACT_27221'], 'RHEA': ['21096, 21097, 21098, 21099'], 'SEED': ['rxn02213, rxn11213'], 'UPA': ['UCR03084, UER00086, UER00178']}"
,MCLORi,3-Mercaptolactate:NAD+ oxidoreductase irreversible,h_c + mercppyr_c + nadh_c --> mercplac_c + nad_c,h_c + mercppyr_c + nadh_c --> mercplac_c + nad_c,{},CLO1313_RS05890 or CLO1313_RS09495,Clo1313_1160 or Clo1313_1878,Cysteine and methionine metabolism,2,,TRUE,,,,,0,1000,,,"{'BIGG': ['MCLOR'], 'EC NUMBER': ['1.1.1.27'], 'KEGG': ['R03104'], 'MXNREF': ['MNXR31849'], 'SEED': ['rxn02228']}"
,13PPDH,"1,3-propanediol dehydrogenase",3hppnl_c + h_c + nadh_c --> 13ppd_c + nad_c,3hppnl_c + h_c + nadh_c --> 13ppd_c + nad_c,{},CLO1313_RS09240 or CLO1313_RS00860 or CLO1313_RS10800,Clo1313_1827 or Clo1313_0166 or Clo1313_2130,Glycerolipid metabolism,0,,TRUE,"['lald__L_c', '3hppnl_c']",,,,0,1000,,genes are annotate as adh. Propendiol production has not been documented in C. therm.,"{'EC NUMBER': ['1.1.1.202'], 'KEGG': ['R03119']}"
,SLCYSS,O-acetyl-L-serine sulfhydrylase,acser_c + tsul_c --> ac_c + slfcys_c,acser_c + tsul_c --> ac_c + h_c + slfcys_c,{},CLO1313_RS11800 or CLO1313_RS12835 or CLO1313_RS11850 or CLO1313_RS12845,Clo1313_2325 or Clo1313_2532 or Clo1313_2335 or Clo1313_2534,Cysteine and methionine metabolism,2,,TRUE,,,,,0,1000,,,"{'BIOCYC': ['SULFOCYS-RXN'], 'EC NUMBER': ['2.5.1.47        2.5.1.48']}"
,HPS,3-hydroxypropionyl-CoA synthetase (ADP-forming),3hpp_c + atp_c + coa_c --> 3hpcoa_c + adp_c + pi_c,3hpp_c + atp_c + coa_c --> 3hpcoa_c + adp_c + pi_c,{},CLO1313_RS10635 or CLO1313_RS10090 or CLO1313_RS03505 or CLO1313_RS13085,Clo1313_2099 or Clo1313_1994 or Clo1313_0677 or Clo1313_2577,Propanoate metabolism,0,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,isolated,"{'EC NUMBER': ['3.1.2.4         6.2.1.-'], 'KEGG': ['R03157']}"
,UPP3S_1,Uroporphyrinogen III synthase,hmbil_c --> h2o_c + uppg3_c,hmbil_c --> h2o_c + uppg3_c,{},CLO1313_RS00590,Clo1313_0111,Porphyrin and chlorophyll metabolism,0,,TRUE,,,,,0,1000,,part of trna pathways,"{'BIGG': ['UPP3S'], 'BIOPATH': ['RXN00918'], 'BRENDA': ['BR452, BS2107'], 'EC NUMBER': ['4.2.1.75'], 'KEGG': ['R03165'], 'MXNREF': ['MNXR5287'], 'REACTOME': ['REACT_102627, REACT_104957, REACT_109048, REACT_116029, REACT_136983, REACT_33499, REACT_77260, REACT_81186, REACT_82801, REACT_84413, REACT_9526, REACT_99974'], 'RHEA': ['18965, 18966, 18967, 18968'], 'SEED': ['rxn02264'], 'UPA': ['UCR03165, UER00320']}"
,DBTS,Dethiobiotin synthase,atp_c + co2_c + dann_c --> adp_c + dtbt_c + h_c + pi_c,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,{},CLO1313_RS11215,Clo1313_2211,Biotin metabolism,2,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,,"{'BIGG': ['DBTS, DBTSr'], 'BIOCYC': ['DETHIOBIOTIN-SYN-RXN'], 'BRENDA': ['BR128'], 'EC NUMBER': ['6.3.3.3'], 'KEGG': ['R03182'], 'METACYC': ['DETHIOBIOTIN-SYN-RXN'], 'MXNREF': ['MNXR1455'], 'RHEA': ['15805, 15806, 15807, 15808'], 'SEED': ['rxn02277'], 'UPA': ['UCR03182, UER00161']}"
,UACMUOR,UDP-N-acetylmuramate:NAD+ oxidoreductase,h_c + nadh_c + uaccg_c --> nad_c + uamr_c,h_c + nadh_c + uaccg_c --> nad_c + uamr_c,{},CLO1313_RS10735,Clo1313_2119,Amino sugar and nucleotide sugar metabolism,1,,,,"['Not sure about cofactor, see R03192']",,,0,1000,,,"{'BIOPATH': ['RXN00752'], 'EC NUMBER': ['1.1.1.158'], 'KEGG': ['R03191'], 'MXNREF': ['MNXR56251'], 'SEED': ['rxn02284']}"
,UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,{},CLO1313_RS10735,Clo1313_2119,Amino sugar and nucleotide sugar metabolism,1,,,,"['Not sure about cofactor, see R03191']",,,0,1000,,,"{'BIGG': ['UAPGR'], 'BRENDA': ['BR29223, BS187362'], 'EC NUMBER': ['1.1.1.158'], 'KEGG': ['R03192'], 'METACYC': ['UDPNACETYLMURAMATEDEHYDROG-RXN'], 'MXNREF': ['MNXR55988'], 'RHEA': ['12248, 12249, 12250, 12251'], 'SEED': ['rxn02285']}"
,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,{},CLO1313_RS01095,Clo1313_0214,D-Glutamine and D-glutamate metabolism,2,,,"['atp_c', 'dgtp_c']",,,,0,1000,,,"{'BIGG': ['UAMAS'], 'BIOCYC': ['UDP-NACMUR-ALA-LIG-RXN'], 'BRENDA': ['BR124'], 'EC NUMBER': ['6.3.2.8'], 'KEGG': ['R03193'], 'METACYC': ['UDP-NACMUR-ALA-LIG-RXN'], 'MXNREF': ['MNXR55986'], 'RHEA': ['23372, 23373, 23374, 23375'], 'SEED': ['rxn02286, rxn11251']}"
,UPP3MT,Uroporphyrinogen methyltransferase,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + h_c + shcl_c,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + h_c + shcl_c,{},CLO1313_RS00590,Clo1313_0111,Porphyrin and chlorophyll metabolism,0,,TRUE,,,,,0,1000,,,"{'BIGG': ['UPP3MT'], 'BRENDA': ['BS319582'], 'EC NUMBER': ['2.1.1.107'], 'KEGG': ['R03194'], 'MXNREF': ['MNXR32574'], 'SEED': ['rxn02287'], 'UPA': ['UCR03194, UER00211']}"
,AOXSr,8-amino-7-oxononanoate synthase,ala__L_c + h_c + pmcoa_c <=> 8aonn_c + co2_c + coa_c,ala__L_c + h_c + pmcoa_c <=> 8aonn_c + co2_c + coa_c,{},CLO1313_RS11210,Clo1313_2210,Biotin metabolism,2,,TRUE,"['ala__L_c', 'ala_B_c', 'ala__D_c']",,,,-1000,1000,,,"{'BIGG': ['AOXSr'], 'BIOCYC': ['7KAPSYN-RXN'], 'BRENDA': ['BR44048'], 'EC NUMBER': ['2.3.1.47'], 'KEGG': ['R03210'], 'METACYC': ['7KAPSYN-RXN'], 'MXNREF': ['MNXR733'], 'RHEA': ['20712, 20713, 20714, 20715'], 'SEED': ['rxn02297'], 'UPA': ['UCR03210, UER00159']}"
,AHSL,O-Acetyl-L-homoserine succinate-lyase,achms_c + cys__L_c <=> ac_c + cyst__L_c,achms_c + cys__L_c <=> ac_c + cyst__L_c + h_c,{},CLO1313_RS11800 or CLO1313_RS01965,Clo1313_2325 or Clo1313_0388,Cysteine and methionine metabolism,1,,TRUE,"['DUPLICATE_cyst__L_c', 'cyst__L_c']",,,,-1000,1000,,,"{'EC NUMBER': ['2.5.1.48'], 'KEGG': ['R03217']}"
,AMAOTr,Adenosylmethionine-8-amino-7-oxononanoate transaminase,8aonn_c + amet_c <=> amob_c + dann_c,8aonn_c + amet_c <=> amob_c + dann_c,{},CLO1313_RS11195,Clo1313_2207,Biotin metabolism,2,,TRUE,,,,,-1000,1000,,,"{'BIGG': ['AMAOTr'], 'BIOCYC': ['DAPASYN-RXN'], 'BRENDA': ['BR47441, BS378733'], 'EC NUMBER': ['2.6.1.62'], 'KEGG': ['R03231'], 'METACYC': ['DAPASYN-RXN'], 'MXNREF': ['MNXR700'], 'RHEA': ['16861, 16862, 16863, 16864'], 'SEED': ['rxn02312'], 'UPA': ['UCR03231, UER00160']}"
,PFK_2,"Phosphofructokinase (tagatose, ATP)",atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,{},CLO1313_RS05090 or CLO1313_RS09485 or CLO1313_RS13340,Clo1313_0997 or Clo1313_1876 or Clo1313_2627,Galactose metabolism,2,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,,"{'BIGG': ['PFK_2'], 'BRENDA': ['BR47754'], 'EC NUMBER': ['2.7.1.11        2.7.1.56        2.7.1.144'], 'KEGG': ['R03236'], 'METACYC': ['TAGAKIN-RXN'], 'MXNREF': ['MNXR4173'], 'RHEA': ['12420, 12421, 12422, 12423'], 'SEED': ['rxn02314'], 'UPA': ['UCR03236, UER00715']}"
,PFK_4,"Phosphofructokinase (tagatose, CTP)",ctp_c + tag6p__D_c --> cdp_c + h_c + tagdp__D_c,ctp_c + tag6p__D_c --> cdp_c + h_c + tagdp__D_c,{},CLO1313_RS05090 or CLO1313_RS09485,Clo1313_0997 or Clo1313_1876,Galactose metabolism,2,,TRUE,"['f6p_c', 'g6p_c', 'g1p_c', 'man6p_c', 'man1p_c', 'g6p_A_c', 'f1p_c', 'tag6p__D_c', 'g6p_B_c', 'f6p_B_c']",,,,0,1000,,,"{'EC NUMBER': ['2.7.1.11'], 'KEGG': ['R03237'], 'MXNREF': ['MNXR59463'], 'SEED': ['rxn02315']}"
,PFK_5,"Phosphofructokinase (tagatose, UTP)",tag6p__D_c + utp_c --> h_c + tagdp__D_c + udp_c,tag6p__D_c + utp_c --> h_c + tagdp__D_c + udp_c,{},CLO1313_RS05090 or CLO1313_RS09485,Clo1313_0997 or Clo1313_1876,Galactose metabolism,2,,TRUE,"['udp_c', 'DUPLICATE_udp_c']",,,,0,1000,,,"{'EC NUMBER': ['2.7.1.11'], 'KEGG': ['R03238'], 'MXNREF': ['MNXR59464'], 'SEED': ['rxn02316']}"
,PFK_6,"Phosphofructokinase (tagatose, ITP)",itp_c + tag6p__D_c --> h_c + idp_c + tagdp__D_c,itp_c + tag6p__D_c --> h_c + idp_c + tagdp__D_c,{},CLO1313_RS05090 or CLO1313_RS09485,Clo1313_0997 or Clo1313_1876,Galactose metabolism,2,,TRUE,"['f6p_c', 'g6p_c', 'g1p_c', 'man6p_c', 'man1p_c', 'g6p_A_c', 'f1p_c', 'tag6p__D_c', 'g6p_B_c', 'f6p_B_c']",,,,0,1000,,,"{'EC NUMBER': ['2.7.1.11'], 'KEGG': ['R03239'], 'MXNREF': ['MNXR59465'], 'SEED': ['rxn02317']}"
,HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,glu__L_c + imacp_c --> akg_c + hisp_c,{},CLO1313_RS02140 or CLO1313_RS08165,Clo1313_0424 or Clo1313_1619,Histidine metabolism,2,,,"['glu__L_c', 'glu__D_c']",,,,0,1000,,,"{'BIGG': ['HSTPT, HSTPTr'], 'BIOCYC': ['HISTAMINOTRANS-RXN'], 'BRENDA': ['BR47443'], 'EC NUMBER': ['2.6.1.9'], 'KEGG': ['R03243'], 'METACYC': ['HISTAMINOTRANS-RXN'], 'MXNREF': ['MNXR31722'], 'RHEA': ['23744, 23745, 23746, 23747'], 'SEED': ['rxn02320'], 'UPA': ['UCR03243, UER00012']}"
,SHSL1,O-Succinyl-L-homoserine succinate-lyase (adding cysteine),cys__L_c + suchms_c <=> cyst__L_c + succ_c,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,{},CLO1313_RS11800 or CLO1313_RS01965,Clo1313_2325 or Clo1313_0388,Cysteine and methionine metabolism,1,,,"['succ_c', 'mmal_c']",,,,-1000,1000,,"review confidence score. Also, made reaction irreversible based on BiGG models","{'BIOCYC': ['O-SUCCHOMOSERLYASE-RXN'], 'EC NUMBER': ['2.5.1.48'], 'KEGG': ['R03260']}"
,PPCDC,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,4ppcys_c + h_c --> co2_c + pan4p_c,{},CLO1313_RS04825,Clo1313_0943,Pantothenate and CoA biosynthesis,2,,TRUE,,,,,0,1000,,,"{'BIGG': ['PPCDC'], 'BIOCYC': ['P-PANTOCYSDECARB-RXN'], 'BIOPATH': ['RXN00520'], 'BRENDA': ['BR295'], 'EC NUMBER': ['4.1.1.36'], 'KEGG': ['R03269'], 'METACYC': ['P-PANTOCYSDECARB-RXN'], 'MXNREF': ['MNXR4382'], 'REACTOME': ['REACT_104962, REACT_106657, REACT_108343, REACT_110311, REACT_11231, REACT_157270, REACT_28231, REACT_32112, REACT_33428, REACT_33942, REACT_77525, REACT_82961, REACT_82986, REACT_83243, REACT_86292, REACT_90169, REACT_90636, REACT_94568, REACT_97295, REACT_99978'], 'RHEA': ['16793, 16794, 16795, 16796'], 'SEED': ['rxn02341'], 'UPA': ['UCR03269, UER00354']}"
,TBALOR,4-Trimethylammoniobutanal:NAD+ 1-oxidoreductase,4tmeabut_c + h2o_c + nad_c --> gbbtn_c + h_c + nadh_c,4tmeabut_c + h2o_c + nad_c --> gbbtn_c + 2.0 h_c + nadh_c,{},CLO1313_RS14795,Clo1313_2911,Lysine degradation,0,,TRUE,,,,"['MET_ID:4tmeabut_c, NOTE: only in bigg eukaryotes']",0,1000,,,"{'EC NUMBER': ['1.2.1.3         1.2.1.47'], 'KEGG': ['R03283']}"
,G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,{},CLO1313_RS09950,Clo1313_1967,Arginine and proline metabolism,2,,,"['5aop_c', '4hpro_LT_c', 'glu5sa_c', 'glu1sa_c']",,,,0,1000,,,"{'BIGG': ['G5SD, G5SDym'], 'BIOCYC': ['GLUTSEMIALDEHYDROG-RXN'], 'BIOPATH': ['RXN00224'], 'BRENDA': ['BR36782'], 'EC NUMBER': ['1.2.1.41'], 'KEGG': ['R03313'], 'METACYC': ['GLUTSEMIALDEHYDROG-RXN'], 'MXNREF': ['MNXR2454'], 'RHEA': ['19541, 19542, 19543, 19544'], 'SEED': ['rxn02373'], 'UPA': ['UCR03313, UER00360']}"
delete:duplicate,PGIB,Glucose 6 phosphate isomerase,g6p_B_c <=> f6p_B_c,g6p_c <=> f6p_c,{},CLO1313_RS10200,Clo1313_2015,Glycolysis/Gluconeogenesis,,"['G6PI_1', 'PGIA', 'PGIB']",,"['f6p_c', 'g6p_c', 'g1p_c', 'man6p_c', 'man1p_c', 'g6p_A_c', 'f1p_c', 'tag6p__D_c', 'g6p_B_c', 'f6p_B_c']",,Review isomers,"['MET_ID:f6p_B_c, NOTE: isomer']",-1000,1000,,,"{'BIGG': ['PGI'], 'BRENDA': ['BR240'], 'EC NUMBER': ['5.3.1.9'], 'IAT CORE': ['GG2r'], 'KEGG': ['R00771, R03321'], 'METACYC': ['PGLUCISOM-RXN, RXN-13720'], 'MXNREF': ['MNXR31472'], 'SEED': ['rxn00558'], 'UPA': ['UCR00771, UER00181']}"
,NT5C,5'-nucleotidase,h2o_c + nicrnt_c --> nicrns_c + pi_c,h2o_c + nicrnt_c --> nicrns_c + pi_c,{},CLO1313_RS15375,Clo1313_3022,Nicotinate and nicotinamide metabolism,2,,TRUE,,,,,0,1000,,,"{'BIGG': ['NT5C'], 'EC NUMBER': ['3.1.3.5'], 'KEGG': ['R03346'], 'MXNREF': ['MNXR3870'], 'RHEA': ['30935, 30936, 30937, 30938'], 'SEED': ['rxn02400']}"
,NICRNS,Nicotinate D-ribonucleotide synthase (ATP),atp_c + nicrns_c --> adp_c + nicrnt_c,atp_c + nicrns_c --> adp_c + h_c + nicrnt_c,{},CLO1313_RS08400,Clo1313_1663,Nicotinate and nicotinamide metabolism,2,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,,"{'EC NUMBER': ['2.7.1.173'], 'KEGG': ['R03347']}"
,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,{},CLO1313_RS15330,Clo1313_3017,Nicotinate and nicotinamide metabolism,2,,TRUE,,,,,0,1000,,,"{'BIGG': ['NNDPR, NNDPRm'], 'BIOCYC': ['QUINOPRIBOTRANS-RXN'], 'BRENDA': ['BR47506'], 'EC NUMBER': ['2.4.2.19'], 'KEGG': ['R03348'], 'METACYC': ['QUINOPRIBOTRANS-RXN'], 'MXNREF': ['MNXR55770'], 'REACTOME': ['REACT_11092, REACT_141532, REACT_145036, REACT_153252, REACT_153596, REACT_29883, REACT_84452, REACT_85574, REACT_86011, REACT_90651, REACT_90824, REACT_90894, REACT_91028'], 'RHEA': ['12733, 12734, 12735, 12736'], 'SEED': ['rxn02402'], 'UPA': ['UCR03348, UER00331']}"
,BGGHL,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide galactohydrolase",galglsc_c + h2o_c <=> gal_c + gluside_cho_c,galglsc_c + h2o_c <=> gal_c + gluside_cho_c,{},CLO1313_RS14535,Clo1313_2861,Sphingolipid metabolism,0,,TRUE,"['glc__D_c', 'fru_c', 'gal_c', 'glc__bD_c', 'glc__aD_c', 'fru_B_c']",,,"['MET_ID:galglsc_c, NOTE: generic']",-1000,1000,,,"{'EC NUMBER': ['3.2.1.23'], 'KEGG': ['R03355']}"
,CDP4D6DGLCRx,CDP 4 dehydro 6 deoxyglucose reductase,cdp4dh6doglc_c + h_c + nadh_c --> cdp4dh36ddglc_c + h2o_c + nad_c,cdp4dh6doglc_c + h_c + nadh_c --> cdp4dh36ddglc_c + h2o_c + nad_c,{},CLO1313_RS00755,Clo1313_0145,Amino sugar and nucleotide sugar metabolism,2,,TRUE,,,,,0,1000,,"unspecific cofator see CDP4D6DGLCRx2
","{'EC NUMBER': ['1.17.1.1'], 'KEGG': ['R03391'], 'MXNREF': ['MNXR15326'], 'RHEA': ['19653, 19654, 19655, 19656'], 'SEED': ['rxn02432'], 'UPA': ['UCR03391, UER00967']}"
,CDP4D6DGLCRx2,CDP 4 dehydro 6 deoxyglucose reductase (NADP),cdp4dh6doglc_c + h_c + nadph_c --> cdp4dh36ddglc_c + h2o_c + nadp_c,cdp4dh6doglc_c + h_c + nadph_c --> cdp4dh36ddglc_c + h2o_c + nadp_c,{},CLO1313_RS00755,Clo1313_0145,Amino sugar and nucleotide sugar metabolism,2,,TRUE,,,,,0,1000,,"unspecific cofator see CDP4D6DGLCRx
","{'EC NUMBER': ['1.17.1.1'], 'KEGG': ['R03392'], 'METACYC': ['1.17.1.1-RXN'], 'MXNREF': ['MNXR15327'], 'RHEA': ['19657, 19658, 19659, 19660'], 'SEED': ['rxn02433'], 'UPA': ['UCR03392, UER00968']}"
,GTPDPDP,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,{},CLO1313_RS00855,Clo1313_0165,Purine metabolism,2,,TRUE,,,,,0,1000,,,"{'BIGG': ['GTPDPDP, GTPDPDPr'], 'BIOCYC': ['PPPGPPHYDRO-RXN'], 'BRENDA': ['BR29528'], 'EC NUMBER': ['3.6.1.11        3.6.1.40'], 'KEGG': ['R03409'], 'METACYC': ['PPPGPPHYDRO-RXN'], 'MXNREF': ['MNXR55609'], 'RHEA': ['13073, 13074, 13075, 13076'], 'SEED': ['rxn02449'], 'UPA': ['UCR03409, UER00885']}"
,AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,{},CLO1313_RS12975,Clo1313_2555,Arginine and proline metabolism,2,,,,,,,-1000,1000,,,"{'BIGG': ['AGPR, AGPRim'], 'BIOPATH': ['RXN00765'], 'BRENDA': ['BR36780, BS258118'], 'EC NUMBER': ['1.2.1.38'], 'KEGG': ['R03443'], 'METACYC': ['N-ACETYLGLUTPREDUCT-RXN'], 'MXNREF': ['MNXR571'], 'RHEA': ['21588, 21589, 21590, 21591'], 'SEED': ['rxn02465'], 'UPA': ['UCR03443, UER00108']}"
,IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,eig3p_c --> h2o_c + imacp_c,{},CLO1313_RS02145,Clo1313_0425,Histidine metabolism,2,,,,,,,0,1000,,,"{'BIGG': ['IGPDH'], 'BIOCYC': ['IMIDPHOSDEHYD-RXN'], 'BIOPATH': ['RXN01204'], 'BRENDA': ['BR404'], 'EC NUMBER': ['4.2.1.19'], 'KEGG': ['R03457'], 'METACYC': ['IMIDPHOSDEHYD-RXN'], 'MXNREF': ['MNXR3090'], 'RHEA': ['11040, 11041, 11042, 11043'], 'SEED': ['rxn02473'], 'UPA': ['UCR03457, UER00011']}"
