locus_tag,old_locus_tag,gene,product
CLO1313_RS12595,Clo1313_2486,,urease accessory protein UreD
CLO1313_RS12600,Clo1313_2487,ureG,urease accessory protein UreG
CLO1313_RS12605,Clo1313_2488,,urease accessory protein UreF
CLO1313_RS12610,,,urease accessory protein UreE
CLO1313_RS12615,Clo1313_2490,ureC,urease subunit alpha
CLO1313_RS12620,Clo1313_2491,ureB,urease subunit beta
CLO1313_RS12625,Clo1313_2492,ureA,urease subunit gamma
CLO1313_RS12630,Clo1313_2493,urtE,urea ABC transporter ATP-binding subunit UrtE
CLO1313_RS12635,Clo1313_2494,urtD,urea ABC transporter ATP-binding protein UrtD
CLO1313_RS12640,Clo1313_2495,urtC,urea ABC transporter permease subunit UrtC
CLO1313_RS12645,Clo1313_2496,urtB,urea ABC transporter permease subunit UrtB
CLO1313_RS12650,Clo1313_2497,urtA,urea ABC transporter substrate-binding protein
CLO1313_RS12655,Clo1313_2498,,DNA-binding response regulator
CLO1313_RS12660,Clo1313_2499,,sensor histidine kinase
CLO1313_RS12665,Clo1313_2500,,hybrid sensor histidine kinase/response regulator
CLO1313_RS12670,Clo1313_2502,,copper amine oxidase
CLO1313_RS12675,Clo1313_2503,,hypothetical protein
CLO1313_RS12680,Clo1313_2504,,hypothetical protein
CLO1313_RS15710,,,hypothetical protein
CLO1313_RS12685,,,hypothetical protein
CLO1313_RS12690,,,hypothetical protein
CLO1313_RS12695,Clo1313_2506,,hypothetical protein
CLO1313_RS12700,Clo1313_2507,,hypothetical protein
CLO1313_RS12705,Clo1313_2508,,IS256 family transposase ISCth4
CLO1313_RS12710,Clo1313_2509,,hypothetical protein
CLO1313_RS12715,Clo1313_2510,,copper amine oxidase
CLO1313_RS12720,Clo1313_2511,,hypothetical protein
CLO1313_RS12725,,,hypothetical protein
CLO1313_RS15830,,,hypothetical protein
CLO1313_RS12740,Clo1313_2515,,hypothetical protein
CLO1313_RS12745,Clo1313_2516,,hypothetical protein
CLO1313_RS12750,,,IS256 family transposase
CLO1313_RS12755,Clo1313_2518,,hypothetical protein
CLO1313_RS12760,Clo1313_2519,,copper amine oxidase
CLO1313_RS12765,Clo1313_2520,,hypothetical protein
CLO1313_RS12770,,,hypothetical protein
CLO1313_RS12775,Clo1313_2522,,IS701 family transposase ISCth16
CLO1313_RS12780,Clo1313_2523,,hypothetical protein
CLO1313_RS12785,Clo1313_2524,,hypothetical protein
CLO1313_RS12790,Clo1313_2525,,copper amine oxidase
CLO1313_RS12795,Clo1313_2526,,hypothetical protein
CLO1313_RS12800,,,hypothetical protein
CLO1313_RS12805,,,hypothetical protein
CLO1313_RS12810,,,ATPase
CLO1313_RS12815,Clo1313_2528,,hypothetical protein
CLO1313_RS12820,Clo1313_2529,,hypothetical protein
CLO1313_RS12825,Clo1313_2530,,glycoside hydrolase
CLO1313_RS12830,Clo1313_2531,hydE,[FeFe] hydrogenase H-cluster radical SAM maturase HydE
CLO1313_RS12835,Clo1313_2532,cysK,cysteine synthase A
CLO1313_RS12840,Clo1313_2533,,TIGR00268 family protein
CLO1313_RS12845,Clo1313_2534,,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
CLO1313_RS12850,Clo1313_2535,,Rrf2 family transcriptional regulator
CLO1313_RS12855,Clo1313_2536,,Rrf2 family transcriptional regulator
CLO1313_RS12860,Clo1313_2537,,homoserine O-succinyltransferase
CLO1313_RS12865,Clo1313_2538,,two-component sensor histidine kinase
CLO1313_RS12870,Clo1313_2539,,DNA-binding response regulator
CLO1313_RS12875,Clo1313_2540,,copper-translocating P-type ATPase
CLO1313_RS12880,Clo1313_2541,,heavy metal transporter
CLO1313_RS12885,Clo1313_2542,,DUF2318 domain-containing protein
CLO1313_RS12890,Clo1313_2543,,hypothetical protein
CLO1313_RS12920,Clo1313_2544,,redox-regulated molecular chaperone Hsp33
CLO1313_RS12925,Clo1313_2545,,cold shock domain-containing protein
CLO1313_RS12930,Clo1313_2546,,methylated-DNA--protein-cysteine methyltransferase
CLO1313_RS12935,Clo1313_2547,,class I SAM-dependent methyltransferase
CLO1313_RS12940,Clo1313_2548,,"small, acid-soluble spore protein, alpha/beta type"
CLO1313_RS12945,Clo1313_2549,,S41 family peptidase
CLO1313_RS12950,Clo1313_2550,,peptidase M23
CLO1313_RS12955,Clo1313_2551,,ABC transporter permease
CLO1313_RS12960,Clo1313_2552,ftsE,cell division ATP-binding protein FtsE
CLO1313_RS12965,Clo1313_2553,,CdaR family transcriptional regulator
CLO1313_RS12970,Clo1313_2554,,sugar ABC transporter ATP-binding protein
CLO1313_RS12975,Clo1313_2555,,N-acetyl-gamma-glutamyl-phosphate reductase
CLO1313_RS12980,Clo1313_2556,argB,acetylglutamate kinase
CLO1313_RS12985,Clo1313_2557,,PilZ domain-containing protein
CLO1313_RS12990,Clo1313_2558,,aspartate aminotransferase family protein
CLO1313_RS12995,Clo1313_2559,,carbamoyl-phosphate synthase small subunit
CLO1313_RS13000,Clo1313_2560,,carbamoyl-phosphate synthase large subunit
CLO1313_RS13005,Clo1313_2561,argF,ornithine carbamoyltransferase
CLO1313_RS13010,Clo1313_2562,,N-acetyltransferase
CLO1313_RS13015,Clo1313_2563,,IS982 family transposase
CLO1313_RS13020,Clo1313_2564,,dockerin
CLO1313_RS13025,Clo1313_2565,,hypothetical protein
CLO1313_RS13030,,,hypothetical protein
CLO1313_RS13035,Clo1313_2567,,hypothetical protein
CLO1313_RS13040,Clo1313_2568,,PadR family transcriptional regulator
CLO1313_RS13045,Clo1313_2569,,metallophosphoesterase
CLO1313_RS13050,Clo1313_2570,,hypothetical protein
CLO1313_RS13055,,,helix-turn-helix domain-containing protein
CLO1313_RS13060,Clo1313_2572,,D-Ala-D-Ala carboxypeptidase VanY
CLO1313_RS15730,Clo1313_2573,,IS30 family transposase
CLO1313_RS13070,Clo1313_2574,,IS256 family transposase ISCth4
CLO1313_RS13075,Clo1313_2575,,pyridoxal-5'-phosphate-dependent protein subunit beta
CLO1313_RS13080,Clo1313_2576,,polysaccharide deacetylase
CLO1313_RS13085,Clo1313_2577,,non-ribosomal peptide synthetase
CLO1313_RS13090,Clo1313_2578,,glycosyltransferase
CLO1313_RS13095,Clo1313_2579,,glycosyltransferase
CLO1313_RS13100,Clo1313_2580,,amino acid adenylation protein
CLO1313_RS13105,Clo1313_2581,,copper amine oxidase
CLO1313_RS13110,Clo1313_2582,,copper amine oxidase
CLO1313_RS13115,Clo1313_2583,,hypothetical protein
CLO1313_RS13120,Clo1313_2584,,carbohydrate-binding protein
CLO1313_RS13125,Clo1313_2585,,IS200/IS605 family transposase
CLO1313_RS13130,Clo1313_2586,,copper amine oxidase
CLO1313_RS13135,Clo1313_2587,,hypothetical protein
CLO1313_RS13140,Clo1313_2588,,tetratricopeptide repeat protein
CLO1313_RS13145,Clo1313_2589,,sensor histidine kinase
CLO1313_RS13150,Clo1313_2590,,DNA-binding response regulator
CLO1313_RS13155,Clo1313_2591,,cation-translocating P-type ATPase
CLO1313_RS13160,Clo1313_2592,,arginine decarboxylase
CLO1313_RS13165,Clo1313_2593,,methyltransferase
CLO1313_RS13170,Clo1313_2594,spoIIR,stage II sporulation protein R
CLO1313_RS13175,Clo1313_2595,,PadR family transcriptional regulator
CLO1313_RS13180,Clo1313_2596,,hypothetical protein
CLO1313_RS13185,Clo1313_2597,,CTP synthetase
CLO1313_RS15735,Clo1313_2598,,IS256 family transposase
CLO1313_RS13200,Clo1313_2599,,hypothetical protein
CLO1313_RS13205,Clo1313_2600,,Hedgehog/intein hint domain-containing protein
CLO1313_RS13210,Clo1313_2601,,peptidase S41
CLO1313_RS13215,Clo1313_2602,,S-layer homology domain-containing protein
CLO1313_RS13220,Clo1313_2603,,S-layer homology domain-containing protein
CLO1313_RS13225,Clo1313_2604,,MBL fold metallo-hydrolase
CLO1313_RS13230,Clo1313_2605,,CPBP family intramembrane metalloprotease
CLO1313_RS13235,Clo1313_2606,,arginine--tRNA ligase
CLO1313_RS13240,Clo1313_2607,,DUF1934 domain-containing protein
CLO1313_RS13245,Clo1313_2608,,glutamate racemase
CLO1313_RS13250,Clo1313_2609,,D-alanine--D-alanine ligase
CLO1313_RS13255,Clo1313_2610,mgtE,magnesium transporter
CLO1313_RS13260,Clo1313_2612,,RDD family protein
CLO1313_RS13265,Clo1313_2613,,zinc ribbon domain-containing protein
CLO1313_RS13270,Clo1313_2614,,hypothetical protein
CLO1313_RS13275,Clo1313_2615,deoC,deoxyribose-phosphate aldolase
CLO1313_RS13280,Clo1313_2616,,hypothetical protein
CLO1313_RS13285,Clo1313_2617,,NAD(P)/FAD-dependent oxidoreductase
CLO1313_RS13290,Clo1313_2618,trxB,thioredoxin-disulfide reductase
CLO1313_RS13295,Clo1313_2619,,TlpA family protein disulfide reductase
CLO1313_RS13300,Clo1313_2620,,cytochrome c biogenesis protein CcdA
CLO1313_RS13310,Clo1313_2621,,hypothetical protein
CLO1313_RS13315,Clo1313_2622,,hypothetical protein
CLO1313_RS13320,Clo1313_2623,,hypothetical protein
CLO1313_RS13325,Clo1313_2624,sleB,spore cortex-lytic enzyme
CLO1313_RS13330,Clo1313_2625,,hypothetical protein
CLO1313_RS13335,Clo1313_2626,,RNA-binding transcriptional accessory protein
CLO1313_RS13340,Clo1313_2627,,tagatose-6-phosphate kinase
CLO1313_RS13345,Clo1313_2628,,carbohydrate ABC transporter substrate-binding protein
CLO1313_RS13350,Clo1313_2629,,hypothetical protein
CLO1313_RS13355,Clo1313_2630,,UV damage endonuclease UvsE
CLO1313_RS13360,Clo1313_2631,,class I SAM-dependent methyltransferase
CLO1313_RS13365,Clo1313_2632,,peptidoglycan-binding protein
CLO1313_RS13370,Clo1313_2633,,nucleotidyltransferase
CLO1313_RS13375,Clo1313_2634,,RluA family pseudouridine synthase
CLO1313_RS13380,Clo1313_2635,,"endo-1,4-beta-xylanase Z"
CLO1313_RS13385,Clo1313_2637,,alkyl hydroperoxide reductase subunit F
CLO1313_RS13390,Clo1313_2638,ahpC,peroxiredoxin
CLO1313_RS13395,Clo1313_2640,,hypothetical protein
CLO1313_RS13400,Clo1313_2641,,cell division protein FtsK
CLO1313_RS13405,Clo1313_2642,,cell division protein FtsK
CLO1313_RS13410,Clo1313_2643,,hypothetical protein
CLO1313_RS13415,Clo1313_2644,,hypothetical protein
CLO1313_RS13420,Clo1313_2645,,hypothetical protein
CLO1313_RS13425,Clo1313_2646,,hypothetical protein
CLO1313_RS13430,Clo1313_2647,,hypothetical protein
CLO1313_RS13435,Clo1313_2648,,hypothetical protein
CLO1313_RS13440,Clo1313_2649,,hypothetical protein
CLO1313_RS13445,Clo1313_2650,,hypothetical protein
CLO1313_RS13450,Clo1313_2651,,hypothetical protein
CLO1313_RS13455,,,DNA primase
CLO1313_RS13460,Clo1313_2654,,hypothetical protein
CLO1313_RS13465,Clo1313_2655,,hypothetical protein
CLO1313_RS13470,,,IS3 family transposase
CLO1313_RS13480,Clo1313_2657,,hypothetical protein
CLO1313_RS13485,Clo1313_2658,,hypothetical protein
CLO1313_RS13490,Clo1313_2659,,IS110 family transposase
CLO1313_RS13495,Clo1313_2660,,resolvase
CLO1313_RS13500,Clo1313_2661,,hypothetical protein
CLO1313_RS13505,,,hypothetical protein
CLO1313_RS13515,,,IS3 family transposase
CLO1313_RS13520,Clo1313_2664,,IS982 family transposase ISCth1
CLO1313_RS13525,Clo1313_2665,,hypothetical protein
CLO1313_RS13530,,,hypothetical protein
CLO1313_RS13535,Clo1313_2667,,DNA primase
CLO1313_RS13540,Clo1313_2669,,hypothetical protein
CLO1313_RS13545,Clo1313_2670,,hypothetical protein
CLO1313_RS13550,Clo1313_2671,,hypothetical protein
CLO1313_RS13555,Clo1313_2672,,hypothetical protein
CLO1313_RS13560,,,IS256 family transposase
CLO1313_RS13565,Clo1313_2675,,hypothetical protein
CLO1313_RS13570,,,hypothetical protein
CLO1313_RS13575,Clo1313_2677,,hypothetical protein
CLO1313_RS13580,Clo1313_2678,,Hedgehog/intein hint domain-containing protein
CLO1313_RS15740,Clo1313_2679,,DNA primase
CLO1313_RS13595,,,hypothetical protein
CLO1313_RS13600,Clo1313_2682,,hypothetical protein
CLO1313_RS13605,Clo1313_2683,,hypothetical protein
CLO1313_RS13610,Clo1313_2684,,hypothetical protein
CLO1313_RS15745,Clo1313_2685,,hypothetical protein
CLO1313_RS13620,Clo1313_2686,,IS200/IS605 family transposase ISCth10
CLO1313_RS13625,Clo1313_2687,,hypothetical protein
CLO1313_RS13630,Clo1313_2688,,hypothetical protein
CLO1313_RS13635,Clo1313_2689,,serine/threonine protein kinase
CLO1313_RS13640,,,methyltransferase domain-containing protein
CLO1313_RS13645,,,hypothetical protein
CLO1313_RS13650,Clo1313_2691,,amidohydrolase
CLO1313_RS13660,,,IS256 family transposase
CLO1313_RS13665,Clo1313_2693,,dockerin
CLO1313_RS13670,Clo1313_2694,addA,helicase-exonuclease AddAB subunit AddA
CLO1313_RS13675,Clo1313_2695,addB,ATP-dependent helicase/deoxyribonuclease subunit B
CLO1313_RS13680,Clo1313_2696,,hypothetical protein
CLO1313_RS15750,Clo1313_2697,,hypothetical protein
CLO1313_RS13695,Clo1313_2698,,hypothetical protein
CLO1313_RS15755,Clo1313_2699,,hypothetical protein
CLO1313_RS13705,Clo1313_2700,,IS3 family transposase
CLO1313_RS13710,,,hypothetical protein
CLO1313_RS15760,,,HNH endonuclease
CLO1313_RS13715,,,hypothetical protein
CLO1313_RS13720,Clo1313_2702,,hypothetical protein
CLO1313_RS13725,Clo1313_2703,,hypothetical protein
CLO1313_RS13730,Clo1313_2704,,hypothetical protein
CLO1313_RS13735,Clo1313_2705,,hypothetical protein
CLO1313_RS13740,Clo1313_2706,,hypothetical protein
CLO1313_RS13745,Clo1313_2707,,CRISPR-associated RAMP protein
CLO1313_RS13750,Clo1313_2708,,CRISPR-associated RAMP protein
CLO1313_RS13755,Clo1313_2709,,hypothetical protein
CLO1313_RS13760,Clo1313_2710,,hypothetical protein
CLO1313_RS13765,Clo1313_2711,,hypothetical protein
CLO1313_RS13770,Clo1313_2712,,hypothetical protein
CLO1313_RS13775,Clo1313_2713,,hypothetical protein
CLO1313_RS13780,Clo1313_2714,,TIGR02221 family CRISPR-associated protein
CLO1313_RS13785,Clo1313_2715,,O-acetyl-ADP-ribose deacetylase
CLO1313_RS13805,Clo1313_2716,,RNA polymerase sporulation sigma factor SigH
CLO1313_RS13810,Clo1313_2718,,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
CLO1313_RS13815,Clo1313_2719,,ribonuclease III
CLO1313_RS13820,Clo1313_2720,,spore germination protein
CLO1313_RS13825,Clo1313_2721,,germination protein
CLO1313_RS13830,Clo1313_2722,,Ger(x)C family spore germination protein
CLO1313_RS13835,Clo1313_2723,,cysteine--tRNA ligase
CLO1313_RS13840,Clo1313_2724,cysE,serine O-acetyltransferase
CLO1313_RS13845,Clo1313_2725,,phage holin family protein
CLO1313_RS13850,Clo1313_2726,,DNA-3-methyladenine glycosylase 2
CLO1313_RS13855,Clo1313_2727,,hypothetical protein
CLO1313_RS13860,Clo1313_2728,,Asp23/Gls24 family protein
CLO1313_RS13865,Clo1313_2729,ytxC,putative sporulation protein YtxC
CLO1313_RS13870,Clo1313_2730,,hypothetical protein
CLO1313_RS13875,Clo1313_2731,,amidohydrolase
CLO1313_RS13880,Clo1313_2732,,DUF378 domain-containing protein
CLO1313_RS13885,Clo1313_2734,,YebC/PmpR family DNA-binding transcriptional regulator
CLO1313_RS13890,Clo1313_2735,,sensor histidine kinase
CLO1313_RS13895,Clo1313_2736,,CoA-binding protein
CLO1313_RS13900,Clo1313_2737,,YigZ family protein
CLO1313_RS13905,Clo1313_2738,lepB,signal peptidase I
CLO1313_RS13910,Clo1313_2739,,NUDIX hydrolase
CLO1313_RS13915,Clo1313_2740,hflX,GTPase HflX
CLO1313_RS13920,Clo1313_2741,,hypothetical protein
CLO1313_RS13925,Clo1313_2742,,DNA polymerase IV
CLO1313_RS13930,,,hypothetical protein
CLO1313_RS13935,Clo1313_2743,,aminotransferase
CLO1313_RS13940,Clo1313_2744,,peptidase U32
CLO1313_RS13945,Clo1313_2745,,peptidase
CLO1313_RS13950,Clo1313_2746,,cell division protein ZapA
CLO1313_RS13955,Clo1313_2747,,endoglucanase
CLO1313_RS13960,,,hypothetical protein
CLO1313_RS13965,Clo1313_2748,,hypothetical protein
CLO1313_RS13970,Clo1313_2749,,hypothetical protein
CLO1313_RS13975,Clo1313_2750,,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA
CLO1313_RS13980,Clo1313_2751,,hypothetical protein
CLO1313_RS13985,Clo1313_2752,,hypothetical protein
CLO1313_RS13990,Clo1313_2753,,TatD family deoxyribonuclease
CLO1313_RS13995,Clo1313_2754,,methionine--tRNA ligase
CLO1313_RS14000,Clo1313_2755,,DUF2600 domain-containing protein
CLO1313_RS14005,Clo1313_2756,,hypothetical protein
CLO1313_RS14010,Clo1313_2757,,spore maturation protein
CLO1313_RS14015,Clo1313_2758,,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
CLO1313_RS14020,Clo1313_2759,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase
CLO1313_RS14025,Clo1313_2760,,tRNA1(Val) (adenine(37)-N6)-methyltransferase
CLO1313_RS14030,Clo1313_2761,,4Fe-4S dicluster domain-containing protein
CLO1313_RS14035,Clo1313_2762,,stage 0 sporulation protein
CLO1313_RS14040,Clo1313_2763,holB,DNA polymerase III subunit delta'
CLO1313_RS14045,Clo1313_2764,,DUF327 domain-containing protein
CLO1313_RS14050,Clo1313_2765,,thymidylate kinase
CLO1313_RS14055,Clo1313_2766,,arginine decarboxylase
CLO1313_RS14060,Clo1313_2767,,hypothetical protein
CLO1313_RS14065,Clo1313_2768,,copper amine oxidase
CLO1313_RS14070,Clo1313_2769,,ABC transporter ATP-binding protein
CLO1313_RS14075,Clo1313_2770,,ABC transporter permease
CLO1313_RS14080,Clo1313_2771,,DNA-binding response regulator
CLO1313_RS14085,Clo1313_2772,,sensor histidine kinase
CLO1313_RS14090,Clo1313_2773,,thiamine-binding protein
CLO1313_RS14095,Clo1313_2774,,ABC transporter permease
CLO1313_RS14100,Clo1313_2775,,nitrate ABC transporter substrate-binding protein
CLO1313_RS14105,Clo1313_2776,,ABC transporter ATP-binding protein
CLO1313_RS14110,Clo1313_2777,,glycoside hydrolase
CLO1313_RS14115,Clo1313_2778,sigI,RNA polymerase sigma factor SigI
CLO1313_RS14120,,,hypothetical protein
CLO1313_RS14125,,,hypothetical protein
CLO1313_RS14130,Clo1313_2781,,Trypanosome RHS
CLO1313_RS14135,Clo1313_2782,,multidrug transporter
CLO1313_RS14140,Clo1313_2783,,carbohydrate ABC transporter permease
CLO1313_RS14145,Clo1313_2784,,sugar ABC transporter permease
CLO1313_RS14150,Clo1313_2785,,ATPase
CLO1313_RS14155,Clo1313_2786,,carbohydrate ABC transporter substrate-binding protein
CLO1313_RS14160,,,hypothetical protein
CLO1313_RS14165,Clo1313_2788,,hypothetical protein
CLO1313_RS14170,Clo1313_2789,,DUF2089 domain-containing protein
CLO1313_RS14175,Clo1313_2790,,ATP-binding protein
CLO1313_RS14180,Clo1313_2791,,hypothetical protein
CLO1313_RS15835,Clo1313_2792,,hypothetical protein
CLO1313_RS14190,Clo1313_2793,,dockerin
CLO1313_RS14195,Clo1313_2794,,glycoside hydrolase
CLO1313_RS14200,Clo1313_2795,,alpha-L-arabinofuranosidase
CLO1313_RS14205,Clo1313_2796,,hypothetical protein
CLO1313_RS14210,Clo1313_2797,,hypothetical protein
CLO1313_RS14215,Clo1313_2798,,phosphohydrolase
CLO1313_RS14220,Clo1313_2800,,recombination protein RecR
CLO1313_RS14225,Clo1313_2801,,YbaB/EbfC family nucleoid-associated protein
CLO1313_RS14230,Clo1313_2802,,DNA polymerase III subunit gamma/tau
CLO1313_RS14235,,,hypothetical protein
CLO1313_RS14240,,,hypothetical protein
CLO1313_RS14245,Clo1313_2804,,copper amine oxidase
CLO1313_RS14250,Clo1313_2805,,glycoside hydrolase
CLO1313_RS14255,Clo1313_2806,,hypothetical protein
CLO1313_RS14260,Clo1313_2807,,amine oxidase
CLO1313_RS14265,Clo1313_2808,,hypothetical protein
CLO1313_RS14270,Clo1313_2809,,hypothetical protein
CLO1313_RS14275,Clo1313_2810,,GtrA family protein
CLO1313_RS14280,Clo1313_2811,,class I SAM-dependent methyltransferase
CLO1313_RS14285,Clo1313_2812,,S-layer homology domain-containing protein
CLO1313_RS14290,Clo1313_2813,,hypothetical protein
CLO1313_RS14295,Clo1313_2814,,hypothetical protein
CLO1313_RS14300,Clo1313_2815,,carbohydrate-binding domain-containing protein
CLO1313_RS14305,Clo1313_2816,,spore coat protein CotH
CLO1313_RS14310,Clo1313_2818,,cyclic lactone autoinducer peptide
CLO1313_RS14315,Clo1313_2819,,hypothetical protein
CLO1313_RS14320,Clo1313_2820,,peptidase C26
CLO1313_RS14325,Clo1313_2821,,anti-sigma factor antagonist
CLO1313_RS14330,Clo1313_2823,,rubredoxin
CLO1313_RS14335,Clo1313_2824,yyaC,spore protease YyaC
CLO1313_RS14340,Clo1313_2825,,signal transduction histidine kinase
CLO1313_RS14345,Clo1313_2826,,glycoside hydrolase
CLO1313_RS14350,Clo1313_2827,,peptidase M4
CLO1313_RS14355,Clo1313_2828,,metallophosphoesterase
CLO1313_RS14360,Clo1313_2829,,hypothetical protein
CLO1313_RS14365,Clo1313_2830,,type III restriction endonuclease subunit R
CLO1313_RS14370,Clo1313_2831,,50S ribosomal protein L31
CLO1313_RS14375,Clo1313_2832,,transcription termination factor Rho
CLO1313_RS14380,Clo1313_2834,,hypothetical protein
CLO1313_RS14385,Clo1313_2835,,CPBP family intramembrane metalloprotease
CLO1313_RS14390,Clo1313_2836,,hypothetical protein
CLO1313_RS14395,Clo1313_2837,,carboxypeptidase regulatory-like domain-containing protein
CLO1313_RS14400,,,hypothetical protein
CLO1313_RS14405,Clo1313_2839,,hypothetical protein
CLO1313_RS14410,Clo1313_2840,,acyltransferase
CLO1313_RS14415,Clo1313_2841,,hypothetical protein
CLO1313_RS14425,Clo1313_2842,,pectate lyase
CLO1313_RS14430,Clo1313_2843,,pectate lyase
CLO1313_RS14440,Clo1313_2844,,voltage-gated chloride channel protein
CLO1313_RS14450,Clo1313_2845,,tRNA 2-thiocytidine(32) synthetase TtcA
CLO1313_RS14455,Clo1313_2846,,hypothetical protein
CLO1313_RS14460,Clo1313_2847,galU,UTP--glucose-1-phosphate uridylyltransferase
CLO1313_RS14465,Clo1313_2848,,YihY/virulence factor BrkB family protein
CLO1313_RS14470,Clo1313_2849,rpsR,30S ribosomal protein S18
CLO1313_RS14475,Clo1313_2850,,single-stranded DNA-binding protein
CLO1313_RS14480,Clo1313_2851,,30S ribosomal protein S6
CLO1313_RS14485,Clo1313_2852,,sensor domain-containing diguanylate cyclase
CLO1313_RS14490,Clo1313_2853,nagA,N-acetylglucosamine-6-phosphate deacetylase
CLO1313_RS14495,Clo1313_2854,,"1,4-alpha-glucan branching enzyme"
CLO1313_RS14500,Clo1313_2855,,hypothetical protein
CLO1313_RS14505,,,hypothetical protein
CLO1313_RS14510,Clo1313_2856,,carbohydrate-binding protein
CLO1313_RS14515,Clo1313_2857,,carbohydrate-binding protein
CLO1313_RS14520,Clo1313_2858,,carbohydrate-binding protein
CLO1313_RS14525,Clo1313_2859,,carbohydrate-binding protein
CLO1313_RS14530,Clo1313_2860,,carbohydrate-binding protein
CLO1313_RS14535,Clo1313_2861,,glycoside hydrolase family 2
CLO1313_RS14540,Clo1313_2862,,HNH endonuclease
CLO1313_RS14545,Clo1313_2863,,hypothetical protein
CLO1313_RS14550,Clo1313_2864,,MerR family transcriptional regulator
CLO1313_RS14555,Clo1313_2865,,ABC transporter permease
CLO1313_RS14560,Clo1313_2866,,ABC transporter ATP-binding protein
CLO1313_RS14565,Clo1313_2867,,sensor histidine kinase
CLO1313_RS14570,Clo1313_2868,,DNA-binding response regulator
CLO1313_RS14575,Clo1313_2869,,hypothetical protein
CLO1313_RS14580,Clo1313_2870,,hypothetical protein
CLO1313_RS14585,Clo1313_2871,,hypothetical protein
CLO1313_RS14590,Clo1313_2872,,hypothetical protein
CLO1313_RS14595,,,hypothetical protein
CLO1313_RS14600,Clo1313_2873,,IS982 family transposase
CLO1313_RS14605,Clo1313_2874,,hypothetical protein
CLO1313_RS14610,Clo1313_2875,,DUF3784 domain-containing protein
CLO1313_RS14615,Clo1313_2876,folE,GTP cyclohydrolase I FolE
CLO1313_RS14620,Clo1313_2877,cphA,cyanophycin synthetase
CLO1313_RS14625,Clo1313_2878,,cyanophycinase
CLO1313_RS14630,Clo1313_2879,,hypothetical protein
CLO1313_RS14635,Clo1313_2880,,beta-aspartyl-peptidase
CLO1313_RS14640,Clo1313_2881,,LexA family transcriptional regulator
CLO1313_RS14645,Clo1313_2882,leuB,3-isopropylmalate dehydrogenase
CLO1313_RS14650,Clo1313_2883,leuD,3-isopropylmalate dehydratase small subunit
CLO1313_RS14655,Clo1313_2884,leuC,3-isopropylmalate dehydratase large subunit
CLO1313_RS14660,Clo1313_2885,,AraC family transcriptional regulator
CLO1313_RS14665,Clo1313_2886,,DUF2179 domain-containing protein
CLO1313_RS14670,Clo1313_2887,,DUF1749 domain-containing protein
CLO1313_RS14675,Clo1313_2888,,magnesium transporter
CLO1313_RS14680,,,hypothetical protein
CLO1313_RS14685,Clo1313_2889,,flagellar protein FlgN
CLO1313_RS14690,Clo1313_2890,fliS,flagellar export chaperone FliS
CLO1313_RS14695,Clo1313_2891,,flagellar hook protein FliD
CLO1313_RS14700,Clo1313_2892,,flagellar protein FlaG
CLO1313_RS14705,Clo1313_2893,,NAD-dependent dehydratase
CLO1313_RS14710,Clo1313_2894,pseC,"UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"
CLO1313_RS14715,Clo1313_2895,pseG,"UDP-2,4-diacetamido-2,4, 6-trideoxy-beta-L-altropyranose hydrolase"
CLO1313_RS14720,Clo1313_2896,,PIG-L family deacetylase
CLO1313_RS14725,Clo1313_2897,,methionyl-tRNA formyltransferase
CLO1313_RS14730,Clo1313_2898,,lactoylglutathione lyase
CLO1313_RS14735,Clo1313_2899,,hypothetical protein
CLO1313_RS14740,Clo1313_2900,,phosphopantetheine-binding protein
CLO1313_RS14745,Clo1313_2901,pseH,"UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase"
CLO1313_RS14750,Clo1313_2902,pseI,pseudaminic acid synthase
CLO1313_RS14755,Clo1313_2903,,acylneuraminate cytidylyltransferase
CLO1313_RS14760,Clo1313_2904,,type 11 methyltransferase
CLO1313_RS14765,Clo1313_2905,,polysaccharide biosynthesis protein
CLO1313_RS14770,Clo1313_2906,,DUF115 domain-containing protein
CLO1313_RS14775,Clo1313_2907,,hypothetical protein
CLO1313_RS14780,Clo1313_2908,,DUF115 domain-containing protein
CLO1313_RS14785,Clo1313_2909,,flagellin
CLO1313_RS14790,Clo1313_2910,,flagellin
CLO1313_RS14795,Clo1313_2911,,aldehyde dehydrogenase
CLO1313_RS14800,Clo1313_2912,csrA,carbon storage regulator
CLO1313_RS14805,Clo1313_2913,,flagellar assembly protein FliW
CLO1313_RS14810,Clo1313_2914,,hypothetical protein
CLO1313_RS14815,Clo1313_2915,flgL,flagellar hook-associated protein FlgL
CLO1313_RS14820,Clo1313_2916,,flagellar hook-associated protein FlgK
CLO1313_RS14825,Clo1313_2917,,flagellar hook-associated protein FlgK
CLO1313_RS14830,Clo1313_2918,,flagellar protein FlgN
